pack_type,pack_id,date,url,item,type,rarity
The Show Pack,2ab6fb7cc5a14eb185c33a31ef69417f,4/28/2021,https://theshownation.com/items/0068416e55804a4dd11b5ebbdde1386b,Santa Maria!,Unlockable,silver
The Show Pack,2ab6fb7cc5a14eb185c33a31ef69417f,4/28/2021,https://theshownation.com/items/4a11791c655ba29d3978d655a68516e5,Jordan Minch,MLB Card,common
The Show Pack,2ab6fb7cc5a14eb185c33a31ef69417f,4/28/2021,https://theshownation.com/items/24cc88c5956669234ce6c4dcb803c715,Shaun Anderson,MLB Card,common
The Show Pack,2ab6fb7cc5a14eb185c33a31ef69417f,4/28/2021,https://theshownation.com/items/d1fe9485be324217b5d180d04dfcb87f,Charlie Madden,MLB Card,common
The Show Pack,2ab6fb7cc5a14eb185c33a31ef69417f,4/28/2021,https://theshownation.com/items/ffdd99e05df27c02a2fb1669d49e0c76,Zack Wheeler,MLB Card,silver
The Show Pack,4f10ff7121e94a3ca7163798675fa4e8,4/28/2021,https://theshownation.com/items/4d410063822cd9be28f86701c0bc3a31,Blue River Stadium,Stadium,bronze
The Show Pack,4f10ff7121e94a3ca7163798675fa4e8,4/28/2021,https://theshownation.com/items/538e490f6a73108a40ea757734a00b95,Chris Flexen,MLB Card,common
The Show Pack,4f10ff7121e94a3ca7163798675fa4e8,4/28/2021,https://theshownation.com/items/ead6ffd83972fc3ce6b5c18a2bf9aed8,Jhonleider Salinas,MLB Card,common
The Show Pack,4f10ff7121e94a3ca7163798675fa4e8,4/28/2021,https://theshownation.com/items/f4abd0461a46858c25c67fba44827f91,Chasen Bradford,MLB Card,common
The Show Pack,4f10ff7121e94a3ca7163798675fa4e8,4/28/2021,https://theshownation.com/items/6e91d06a7bd6b43a1bdd70dd9068bdc7,Edwin Rios,MLB Card,bronze
The Show Pack,cda2606226454c6eb1348b51ed3feb76,4/28/2021,https://theshownation.com/items/4c0a7bdd46ceb88d497eec5de360328e,Wrigley Field™,Stadium,silver
The Show Pack,cda2606226454c6eb1348b51ed3feb76,4/28/2021,https://theshownation.com/items/824adc5954e9e6ce2a7c0b0ef584359f,Jonathan Loaisiga,MLB Card,bronze
The Show Pack,cda2606226454c6eb1348b51ed3feb76,4/28/2021,https://theshownation.com/items/9f1dd83ac3b7bcbf034240fad7ff7d4d,Ronnie Freeman,MLB Card,common
The Show Pack,cda2606226454c6eb1348b51ed3feb76,4/28/2021,https://theshownation.com/items/86bef77c5a59d7f1195cb2fbe242882d,Cameron Maybin,MLB Card,bronze
The Show Pack,cda2606226454c6eb1348b51ed3feb76,4/28/2021,https://theshownation.com/items/f8327b26a178ba557a59ace3378c2f95,Jose Berrios,MLB Card,silver
The Show Pack,ab6f3f999c4243689bb8bbe4085838d6,4/28/2021,https://theshownation.com/items/e1a0d53a534014217b7961d1870ee76b,Green Valley Stadium,Stadium,bronze
The Show Pack,ab6f3f999c4243689bb8bbe4085838d6,4/28/2021,https://theshownation.com/items/4b52ddb7a0b6ac8553536d004c895b59,Domingo Robles,MLB Card,common
The Show Pack,ab6f3f999c4243689bb8bbe4085838d6,4/28/2021,https://theshownation.com/items/1a80e1730711858663512246fb2dc280,Derek Fisher,MLB Card,common
The Show Pack,ab6f3f999c4243689bb8bbe4085838d6,4/28/2021,https://theshownation.com/items/84ea3a7910c3ca971d4718adf0f707f2,Brian Schales,MLB Card,common
The Show Pack,ab6f3f999c4243689bb8bbe4085838d6,4/28/2021,https://theshownation.com/items/5fbdd72522c178f8b79dffd7ed6c93cc,Mitch Keller,MLB Card,bronze
The Show Pack,c18e57872be344058834b37eae6c1ee3,4/28/2021,https://theshownation.com/items/5d4a18500f626b6a8cb05c1b3c4d095a,Statesman Park,Stadium,bronze
The Show Pack,c18e57872be344058834b37eae6c1ee3,4/28/2021,https://theshownation.com/items/3bc143c3f9e05d4077f369a77bf13ed4,Kevin Lenik,MLB Card,common
The Show Pack,c18e57872be344058834b37eae6c1ee3,4/28/2021,https://theshownation.com/items/7799793ede7aab114cf8c41641725518,Michael Baumann,MLB Card,common
The Show Pack,c18e57872be344058834b37eae6c1ee3,4/28/2021,https://theshownation.com/items/4ebac4c3fe54ae49d9e64370bfd51ec3,Alex Cobb,MLB Card,common
The Show Pack,c18e57872be344058834b37eae6c1ee3,4/28/2021,https://theshownation.com/items/c05225ad3adfb3f4b73a7d7d04d3c2d7,Travis d'Arnaud,MLB Card,silver
The Show Pack - Bundle - 5 Packs,75f5ed9f89af46098a313565193e21ef,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 5 Packs,75f5ed9f89af46098a313565193e21ef,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 5 Packs,75f5ed9f89af46098a313565193e21ef,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 5 Packs,75f5ed9f89af46098a313565193e21ef,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 5 Packs,75f5ed9f89af46098a313565193e21ef,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
Ballin' is a Habit Pack,2e254e7e09ee42959ad39a7e446fc148,4/28/2021,https://theshownation.com/items/5499df60b3f5b017d19ba4f03165deda,Johan Oviedo,MLB Card,common
Ballin' is a Habit Pack,2e254e7e09ee42959ad39a7e446fc148,4/28/2021,https://theshownation.com/items/a64a4266817245d41ccdc9a9475a6a17,Daz Cameron,MLB Card,common
Ballin' is a Habit Pack,2e254e7e09ee42959ad39a7e446fc148,4/28/2021,https://theshownation.com/items/c90068e708766cac5d3717688d130cf7,Josh Lowe,MLB Card,common
Ballin' is a Habit Pack,2e254e7e09ee42959ad39a7e446fc148,4/28/2021,https://theshownation.com/items/8433ddfeaa9887f62f36e8c05b6e7022,Jason Adam,MLB Card,bronze
Ballin' is a Habit Pack,2e254e7e09ee42959ad39a7e446fc148,4/28/2021,https://theshownation.com/items/a22f0b57a763bdb95e7a8911daadde36,Lourdes Gurriel Jr.,MLB Card,gold
The Show Pack,b3305927f047412fb266b322369a6407,4/28/2021,https://theshownation.com/items/226982ab9123047f22996f01ae642335,EQT TW,Equipment,gold
The Show Pack,b3305927f047412fb266b322369a6407,4/28/2021,https://theshownation.com/items/417dedd041fefe5dbdea9cd22d424d86,Jeffrey Passantino,MLB Card,common
The Show Pack,b3305927f047412fb266b322369a6407,4/28/2021,https://theshownation.com/items/942424e9a2e043699c43c090b6c02bde,Chase Shugart,MLB Card,common
The Show Pack,b3305927f047412fb266b322369a6407,4/28/2021,https://theshownation.com/items/6ae7824fc72133c295b43f04ea9dfa39,Richard Bleier,MLB Card,common
The Show Pack,b3305927f047412fb266b322369a6407,4/28/2021,https://theshownation.com/items/5b6e8759af7b231482ca0b70b92ed709,Luis Avilan,MLB Card,bronze
The Show Pack,d28561b3548e404fab8e988990b824ce,4/28/2021,https://theshownation.com/items/61c0bc869c02703fe2244a64cf2860d9,Pro-SRZ™ Batter's Elbow Guard,Equipment,silver
The Show Pack,d28561b3548e404fab8e988990b824ce,4/28/2021,https://theshownation.com/items/797188ee3a7ea183a8c844f526c214b4,Anthony Bass,MLB Card,bronze
The Show Pack,d28561b3548e404fab8e988990b824ce,4/28/2021,https://theshownation.com/items/22c0b2a19a05fff19e92fab5a0b7728b,Mario Sanchez,MLB Card,common
The Show Pack,d28561b3548e404fab8e988990b824ce,4/28/2021,https://theshownation.com/items/42abb461b5a51fb0d354de2ba3c42c1a,Yadier Molina,MLB Card,silver
The Show Pack,d28561b3548e404fab8e988990b824ce,4/28/2021,https://theshownation.com/items/0d55e009fa8e9e8ec97aa091dfaa28e0,Maikel Franco,MLB Card,bronze
The Show Pack,e7bfb4f54c4e457fbba0ac2ca64f49d8,4/28/2021,https://theshownation.com/items/16cc85a8b7069a9e10783e3152cf2203,Film Study,Equipment,silver
The Show Pack,e7bfb4f54c4e457fbba0ac2ca64f49d8,4/28/2021,https://theshownation.com/items/f8758b0bd918708613c2c550c67327ba,Drew Ward,MLB Card,common
The Show Pack,e7bfb4f54c4e457fbba0ac2ca64f49d8,4/28/2021,https://theshownation.com/items/678ef2366ccbd2b30add8cc799fe8a4e,Jake Lowery,MLB Card,common
The Show Pack,e7bfb4f54c4e457fbba0ac2ca64f49d8,4/28/2021,https://theshownation.com/items/af2709fa48f16a67ba208cbd9a755b57,Dakota Bacus,MLB Card,common
The Show Pack,e7bfb4f54c4e457fbba0ac2ca64f49d8,4/28/2021,https://theshownation.com/items/ed81fc623e5116007c266af9aa3f7560,Cal Quantrill,MLB Card,bronze
The Show Pack,f70d24ee8a464a1b8b88149bc7d0befc,4/28/2021,https://theshownation.com/items/08a9b8693c1c3ce49fd327977f837abf,Miami Marlins BP Home,Unlockable,gold
The Show Pack,f70d24ee8a464a1b8b88149bc7d0befc,4/28/2021,https://theshownation.com/items/8c67b58f15141ab4d1e6319d80b3c434,Franchy Cordero,MLB Card,common
The Show Pack,f70d24ee8a464a1b8b88149bc7d0befc,4/28/2021,https://theshownation.com/items/df5dc3b37c85f44ca47bc48aef476224,Wilmer Difo,MLB Card,bronze
The Show Pack,f70d24ee8a464a1b8b88149bc7d0befc,4/28/2021,https://theshownation.com/items/e73dbb390cb1dd2a3e9d71c3ac806044,Kyle Crick,MLB Card,bronze
The Show Pack,f70d24ee8a464a1b8b88149bc7d0befc,4/28/2021,https://theshownation.com/items/5c939751a356d66af37a9e339980c9b7,Corey Dickerson,MLB Card,silver
The Show Pack,48559dcf49134d758bf7568df956b2ec,4/28/2021,https://theshownation.com/items/fcc4103fcaf40d4720096ea4ed0fa2a7,Studio Pet 11 Icon,Unlockable,silver
The Show Pack,48559dcf49134d758bf7568df956b2ec,4/28/2021,https://theshownation.com/items/e7db7e5bbf57c1d8f1cdac7b44e045b7,Wade Davis,MLB Card,common
The Show Pack,48559dcf49134d758bf7568df956b2ec,4/28/2021,https://theshownation.com/items/660110aa3162f77605b07eec19f1e20a,Matt Thaiss,MLB Card,common
The Show Pack,48559dcf49134d758bf7568df956b2ec,4/28/2021,https://theshownation.com/items/f03efc46acef307d9f7d48d8005707c2,Li-Jen Chu,MLB Card,common
The Show Pack,48559dcf49134d758bf7568df956b2ec,4/28/2021,https://theshownation.com/items/24584682a19b117289970188b6d68ad4,Rafael Devers,MLB Card,gold
The Show Pack,ab206c07906a455ea535f98f4e1f7ade,4/28/2021,https://theshownation.com/items/33dd8bb3b86c8a28f3e0826e18a8ad13,JC24,Equipment,silver
The Show Pack,ab206c07906a455ea535f98f4e1f7ade,4/28/2021,https://theshownation.com/items/7375737cbc45eaf7c478be2858e294ca,Jake Woodford,MLB Card,common
The Show Pack,ab206c07906a455ea535f98f4e1f7ade,4/28/2021,https://theshownation.com/items/a9c5f75099f100a8ba27d64b5e705660,Jeremy Beasley,MLB Card,common
The Show Pack,ab206c07906a455ea535f98f4e1f7ade,4/28/2021,https://theshownation.com/items/caac56cffdc38b4ce41d5d75b96f9323,Kevin Ginkel,MLB Card,common
The Show Pack,ab206c07906a455ea535f98f4e1f7ade,4/28/2021,https://theshownation.com/items/92d87c49ee8b79f1a6655aa165d0f50c,Jose Quintana,MLB Card,silver
The Show Pack,31bb0d7ce50d4ae88a50622c8f66d1aa,4/28/2021,https://theshownation.com/items/018a1b6ccd2ec81361657e259155895a,Target Field™,Stadium,silver
The Show Pack,31bb0d7ce50d4ae88a50622c8f66d1aa,4/28/2021,https://theshownation.com/items/9e7dc95c541eb2d8bf26affe1089821f,Shane Greene,MLB Card,bronze
The Show Pack,31bb0d7ce50d4ae88a50622c8f66d1aa,4/28/2021,https://theshownation.com/items/1f66ed8f4ebe40b5296e858c26f24c4a,Alberto Baldonado,MLB Card,common
The Show Pack,31bb0d7ce50d4ae88a50622c8f66d1aa,4/28/2021,https://theshownation.com/items/63c0aa6c7608db5dd08cdfa112b1453e,Brandon Bielak,MLB Card,common
The Show Pack,31bb0d7ce50d4ae88a50622c8f66d1aa,4/28/2021,https://theshownation.com/items/0fc6501ceba7a1a161d3e0bd943ee6ae,Jordan Luplow,MLB Card,bronze
The Show Pack,d56f717c9681430d8faf54b4c3d1154e,4/28/2021,https://theshownation.com/items/b500b9b586a97c5ee4763ca51494805d,Elite Batter's Leg Guard,Equipment,silver
The Show Pack,d56f717c9681430d8faf54b4c3d1154e,4/28/2021,https://theshownation.com/items/5a4ccc9167b3ce8866d8631cd3d62d75,Alex Powers,MLB Card,common
The Show Pack,d56f717c9681430d8faf54b4c3d1154e,4/28/2021,https://theshownation.com/items/b8cca67ff4d00eb615a4e70bd11005e0,Gabriel Arias,MLB Card,common
The Show Pack,d56f717c9681430d8faf54b4c3d1154e,4/28/2021,https://theshownation.com/items/52e6502148c9d92d3e8c078c8983f1c1,Mitch Moreland,MLB Card,bronze
The Show Pack,d56f717c9681430d8faf54b4c3d1154e,4/28/2021,https://theshownation.com/items/ff580492eeafdce9321d4f73543b61e1,Harrison Bader,MLB Card,silver
The Show Pack,cae8ed25c49a444a8124c6685d764455,4/28/2021,https://theshownation.com/items/ef5cbcf7359e5a5eb68d9df632539af3,PCK-L73 Professional Collection Kip,Equipment,silver
The Show Pack,cae8ed25c49a444a8124c6685d764455,4/28/2021,https://theshownation.com/items/479f751686a3b7f1783994dd56619558,Tyler Chatwood,MLB Card,common
The Show Pack,cae8ed25c49a444a8124c6685d764455,4/28/2021,https://theshownation.com/items/ef550dcce21575f93d8595c44f220121,Dylan Moore,MLB Card,bronze
The Show Pack,cae8ed25c49a444a8124c6685d764455,4/28/2021,https://theshownation.com/items/c3266c64171e9d9a811b688aefaafca2,Dean Kremer,MLB Card,common
The Show Pack,cae8ed25c49a444a8124c6685d764455,4/28/2021,https://theshownation.com/items/73103ddd969c87aee1a6cfe805b7dbd4,Dominic Smith,MLB Card,silver
The Show Pack,8dfe9609aa624c939ea2b8abaabbe579,4/28/2021,https://theshownation.com/items/378af5b044618d15ad01cc0c8e370ff8,Toronto Blue Jays BP Road,Unlockable,gold
The Show Pack,8dfe9609aa624c939ea2b8abaabbe579,4/28/2021,https://theshownation.com/items/328f2e6af4a75f1da15d88df69931ec8,Daniel Tillo,MLB Card,common
The Show Pack,8dfe9609aa624c939ea2b8abaabbe579,4/28/2021,https://theshownation.com/items/2f54574b6d12a25b2129c3466f9979fa,Taylor Walls,MLB Card,common
The Show Pack,8dfe9609aa624c939ea2b8abaabbe579,4/28/2021,https://theshownation.com/items/f1ea1dba2729513fef2fb358409f091c,Paul Blackburn,MLB Card,common
The Show Pack,8dfe9609aa624c939ea2b8abaabbe579,4/28/2021,https://theshownation.com/items/a05f9cec1aa039d415da43958c85af8e,Matt Wisler,MLB Card,bronze
The Show Pack,d71898761ce74a359cb1bdf80eb450f7,4/28/2021,https://theshownation.com/items/728678f9db419eeaa3476663764e1456,Water Ridge Field,Stadium,bronze
The Show Pack,d71898761ce74a359cb1bdf80eb450f7,4/28/2021,https://theshownation.com/items/9d4614272961eadb8e650a04429aa880,Chi Chi Gonzalez,MLB Card,common
The Show Pack,d71898761ce74a359cb1bdf80eb450f7,4/28/2021,https://theshownation.com/items/f3a15bc2d3fd476dc91a56ea54b1baf9,Jimmy Cordero,MLB Card,bronze
The Show Pack,d71898761ce74a359cb1bdf80eb450f7,4/28/2021,https://theshownation.com/items/7799793ede7aab114cf8c41641725518,Michael Baumann,MLB Card,common
The Show Pack,d71898761ce74a359cb1bdf80eb450f7,4/28/2021,https://theshownation.com/items/7289106c3ebccb21877f9a50b697e761,Kyle Tucker,MLB Card,silver
Toppers - 1 Silver Player,7ff231ef1b8c43f7acdad84a83ca9f5c,4/28/2021,https://theshownation.com/items/2a384b15e8016b260de6ef70a54dbd22,J.D. Davis,MLB Card,silver
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/fd2fe825d8c4b42755883f2d99966c17,Toppers - 1 Silver Player,Pack,silver
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack - Bundle - 10 Packs,b4035ca566c647ccb7341aa4a05adfee,4/28/2021,https://theshownation.com/items/3f4bd1f117b18afa131c48de15486652,The Show Pack,Pack,bronze
The Show Pack,6f31a5cfe5f44be99bdcf9e404bd4e17,4/28/2021,https://theshownation.com/items/cba4fab5fe82032158186944374bf5c0,Highland Park,Stadium,bronze
The Show Pack,6f31a5cfe5f44be99bdcf9e404bd4e17,4/28/2021,https://theshownation.com/items/98b8bfc1a714a2b84af2b8a57fd7dc2c,Elieser Hernandez,MLB Card,bronze
The Show Pack,6f31a5cfe5f44be99bdcf9e404bd4e17,4/28/2021,https://theshownation.com/items/09564e1459907631784d209135646bf5,Zack Kelly,MLB Card,common
The Show Pack,6f31a5cfe5f44be99bdcf9e404bd4e17,4/28/2021,https://theshownation.com/items/00c391f380538eb146b161f180f811d0,Chris Davis,MLB Card,common
The Show Pack,6f31a5cfe5f44be99bdcf9e404bd4e17,4/28/2021,https://theshownation.com/items/ee146ee8bd7fff25dfb98a683f8d1f32,Aramis Garcia,MLB Card,bronze
Space 1 Choice Pack,08a19cdc928545caaf2ad7f7cd8fb354,4/28/2021,https://theshownation.com/items/7e810f05bd88ff0f86dce7116b9fa527,Kenley Jansen,MLB Card,diamond
Space 1 Choice Pack,08a19cdc928545caaf2ad7f7cd8fb354,4/28/2021,https://theshownation.com/items/a0c6cd885e0a0bd2ebfb8710f10c6bc8,Houston Astros Alternate Home 1997,Unlockable,diamond
Ballplayer Equipment Choice Pack,3999b9f62996419d8344feed3ff0138f,4/28/2021,https://theshownation.com/items/cfcfc30e3761dbef9fa08c44799f5ae5,MMO Maple,Equipment,silver
Team Affinity - AL West Gold Flashbacks and Legends Choice Pack,9f32a0906d8a463dbcf51206251be752,4/28/2021,https://theshownation.com/items/ebca0bfa3eb9d53305b7fef58d1a0c43,Prince Fielder,MLB Card,gold
Team Affinity - AL West Unlockables Choice Pack,9d964fe176bb42cfb31f7af38c29472a,4/28/2021,https://theshownation.com/items/bfde2fdca264b06c6628212cc6589ad4,Seattle Mariners Icon,Unlockable,gold
Team Affinity - AL West Unlockables Choice Pack,9d964fe176bb42cfb31f7af38c29472a,4/28/2021,https://theshownation.com/items/42bf85196c63fadb97cc4123d7ecf834,Seattle Mariners Nameplate,Unlockable,gold
Team Affinity - AL West Unlockables Choice Pack,9d964fe176bb42cfb31f7af38c29472a,4/28/2021,https://theshownation.com/items/e2fffc78f3986380b7fb7c3da5bbd002,Train Whistle,Unlockable,gold
Team Affinity - AL West Uniforms Season 1 Choice Pack,85dd3fcebe7e45e4af469e6f57ec835a,4/28/2021,https://theshownation.com/items/eef825caae0897b2eb1a665ce96fdef6,Los Angeles Angels Home 2001,Unlockable,diamond
Team Affinity - AL West Unlockables Choice Pack,41fb221c33ae4dac9a4e7193f54c50dd,4/28/2021,https://theshownation.com/items/b02ec300f88363cac4572b8084bad604,Los Angeles Angels Icon,Unlockable,gold
Team Affinity - AL West Unlockables Choice Pack,41fb221c33ae4dac9a4e7193f54c50dd,4/28/2021,https://theshownation.com/items/ef2550dfd2612e0b454f6f6914b68335,Los Angeles Angels Nameplate,Unlockable,gold
Team Affinity - AL West Unlockables Choice Pack,41fb221c33ae4dac9a4e7193f54c50dd,4/28/2021,https://theshownation.com/items/bbd36655e64de9758eb68ccc741176f4,Train Horn,Unlockable,gold
TA - AL West Stadiums,a7f2350b40b94514af862d309bfe689c,4/28/2021,https://theshownation.com/items/253d812cbfbb77c03b910f9897e9487d,Angel Stadium of Anaheim™,Stadium,silver
TA - AL West Stadiums,a7f2350b40b94514af862d309bfe689c,4/28/2021,https://theshownation.com/items/995ca733e3657ff9f5f3c823d73371e1,Minute Maid Park™,Stadium,silver
TA - AL West Stadiums,a7f2350b40b94514af862d309bfe689c,4/28/2021,https://theshownation.com/items/ee4117572afbc0cf760f70714af0ec52,Oakland Coliseum,Stadium,silver
TA - AL West Stadiums,a7f2350b40b94514af862d309bfe689c,4/28/2021,https://theshownation.com/items/23b702c4c421ddb2d023fee968c0d839,T-Mobile Park™,Stadium,silver
TA - AL West Stadiums,a7f2350b40b94514af862d309bfe689c,4/28/2021,https://theshownation.com/items/c876914f82ce54cb533b186afd41166e,Globe Life Field™,Stadium,silver
TA - AL West,8a7ef8c867f2402c9e338ff756c6095e,4/28/2021,https://theshownation.com/items/52e6502148c9d92d3e8c078c8983f1c1,Mitch Moreland,MLB Card,bronze
TA - AL West,8a7ef8c867f2402c9e338ff756c6095e,4/28/2021,https://theshownation.com/items/28172a8c15bfbc0714c5a2cd0d1ed2a4,Ty France,MLB Card,bronze
TA - AL West,8a7ef8c867f2402c9e338ff756c6095e,4/28/2021,https://theshownation.com/items/2f67635b9ad49ee43353ad223f5affbd,Jose Leclerc,MLB Card,silver
TA - AL West,8a7ef8c867f2402c9e338ff756c6095e,4/28/2021,https://theshownation.com/items/b858ea5596a4dcd199209deb235bf758,Andrew Heaney,MLB Card,silver
Ranked Seasons 01 - Pennant Race Choice Pack,8f00cd4f2eeb434bbc6fb47b40a6f176,4/27/2021,https://theshownation.com/items/5bee2861956d76fe35e91c33bc4a81b3,Lee Smith,MLB Card,gold
Ranked Seasons 01 - Pennant Race Pack,5744ad96377248edb9243e78b22d41fc,4/27/2021,https://theshownation.com/items/81282cfb8f54dd1988c4f87dbc903c2b,Ranked Seasons Pennant Race Division Nameplate,Unlockable,gold
Ranked Seasons 01 - Pennant Race Pack,5744ad96377248edb9243e78b22d41fc,4/27/2021,https://theshownation.com/items/0569ec9efdb7697ed2a067e344cba5a0,Ranked Seasons Pennant Race Division Icon,Unlockable,gold
Ranked Seasons 01 - Pennant Race,46577927335f4b939ea5654238ef56a6,4/27/2021,https://theshownation.com/items/6ca757657eb93d1f04d87b4de35f4a7e,Ranked Seasons 01 - Pennant Race Choice Pack,Choice Pack,gold
Ranked Seasons 01 - Pennant Race,46577927335f4b939ea5654238ef56a6,4/27/2021,https://theshownation.com/items/b41c4f7033be375e42caaf30b64a46a3,Ranked Seasons 01 - Pennant Race Pack,Pack,gold
Team Affinity - AL East Uniforms Season 1 Choice Pack,bac7b787279c48d3ad5c8c24b7639b88,4/27/2021,https://theshownation.com/items/5ea25b4505991a8c3a9d598d09ae39ca,New York Yankees Home 1913,Unlockable,diamond
Ballplayer - Diamond Choice Pack,5a55b8df6f9f4bb48baefe9ec8f77386,4/27/2021,https://theshownation.com/items/695146e2eb92eb4df74536a74b022fcf,Pro-SRZ™ Batter's Leg Guard,Equipment,diamond
Ballplayer - Diamond Choice Pack,5a55b8df6f9f4bb48baefe9ec8f77386,4/27/2021,https://theshownation.com/items/e3ad7bdd4df4a7d9653820d9d67d4e49,Power I,Perks,diamond
Ballplayer - Diamond Choice Pack,5a55b8df6f9f4bb48baefe9ec8f77386,4/27/2021,https://theshownation.com/items/85f36986fcf19e99df36ca4800f95e06,Speed II,Perks,diamond
The Show Pack,e2c79c9c56174e05bb533aa7ca461f43,4/27/2021,https://theshownation.com/items/ef5cbcf7359e5a5eb68d9df632539af3,PCK-L73 Professional Collection Kip,Equipment,silver
The Show Pack,e2c79c9c56174e05bb533aa7ca461f43,4/27/2021,https://theshownation.com/items/f0b314f185b80cf35d986e298db53fe3,Carson Fulmer,MLB Card,common
The Show Pack,e2c79c9c56174e05bb533aa7ca461f43,4/27/2021,https://theshownation.com/items/eec4de6968164aaa8fc148df613e4c61,Austin Romine,MLB Card,bronze
The Show Pack,e2c79c9c56174e05bb533aa7ca461f43,4/27/2021,https://theshownation.com/items/430272a67b4b1d5ad1574743397ee198,Mike Franco,MLB Card,common
The Show Pack,e2c79c9c56174e05bb533aa7ca461f43,4/27/2021,https://theshownation.com/items/b368759b56dbed0f9e5818fe1f7ca8bd,Yuli Gurriel,MLB Card,silver
The Show Pack,098e7661048e435db9314a646f4f2b35,4/27/2021,https://theshownation.com/items/0e1290a0f5dd521ac317b2fa20bf511a,Arkansas Travelers Road,Unlockable,silver
The Show Pack,098e7661048e435db9314a646f4f2b35,4/27/2021,https://theshownation.com/items/8513d71f50e57e470cd1b333f514cc3d,Jeff Bain,MLB Card,common
The Show Pack,098e7661048e435db9314a646f4f2b35,4/27/2021,https://theshownation.com/items/0388e3b48172f10f9ce58d86b3c86f74,Justin Upton,MLB Card,bronze
The Show Pack,098e7661048e435db9314a646f4f2b35,4/27/2021,https://theshownation.com/items/b71bce262ffddd58814c5db8f2245cb5,Jordan Balazovic,MLB Card,common
The Show Pack,098e7661048e435db9314a646f4f2b35,4/27/2021,https://theshownation.com/items/5638b0be1bce3838bca75e14cfe0818f,Matt Foster,MLB Card,bronze
The Show Pack,3e8b6ede6c09471586f6045d913f53cd,4/27/2021,https://theshownation.com/items/4d410063822cd9be28f86701c0bc3a31,Blue River Stadium,Stadium,bronze
The Show Pack,3e8b6ede6c09471586f6045d913f53cd,4/27/2021,https://theshownation.com/items/cd1948e10e6a89afabfbd6f3afd55f67,Beau Burrows,MLB Card,common
The Show Pack,3e8b6ede6c09471586f6045d913f53cd,4/27/2021,https://theshownation.com/items/329cefc1992e229270d31b90a569ad0f,Matt Peacock,MLB Card,common
The Show Pack,3e8b6ede6c09471586f6045d913f53cd,4/27/2021,https://theshownation.com/items/37a3d08abac5f12e8c0fad6cfe21e079,Nick Zammarelli,MLB Card,common
The Show Pack,3e8b6ede6c09471586f6045d913f53cd,4/27/2021,https://theshownation.com/items/08be83f454d1b25bc644a44783b8b7d2,Jonathan India,MLB Card,bronze
The Show Pack,173bb99caadf4b989fc6d330cb5615cb,4/27/2021,https://theshownation.com/items/7ca4d3846a7d9aad42da15d4289c7ada,Studio Pet 07 Icon,Unlockable,silver
The Show Pack,173bb99caadf4b989fc6d330cb5615cb,4/27/2021,https://theshownation.com/items/1e1662a930daa0e9a8d51798bc991885,Kort Peterson,MLB Card,common
